# Frame  Total_Res  Wrapped_Res  Total_Atoms  Wrapped_Atoms  Water_Res  Wrapped_Water  Ion_Res  Wrapped_Ions  Other_Res  Wrapped_Other
     0       1657            0         4961             0       1652             0        5            0          0             0
     1       1657            0         4959             0       1651             0        6            0          0             0
     2       1649            0         4935             0       1643             0        6            0          0             0
     3       1666            0         4986             0       1660             0        6            0          0             0
     4       1672            0         5004             0       1666             0        6            0          0             0
     5       1675            0         5015             0       1670             0        5            0          0             0
     6       1667            0         4991             0       1662             0        5            0          0             0
     7       1650            0         4938             0       1644             0        6            0          0             0
     8       1664            0         4980             0       1658             0        6            0          0             0
     9       1630            0         4874             0       1622             0        8            0          0             0
    10       1654            0         4948             0       1647             0        7            0          0             0
    11       1643            0         4917             0       1637             0        6            0          0             0
    12       1648            0         4930             0       1641             0        7            0          0             0
    13       1669            0         4989             0       1660             0        9            0          0             0
    14       1678            0         5020             0       1671             0        7            0          0             0
    15       1634            0         4890             0       1628             0        6            0          0             0
    16       1644            0         4920             0       1638             0        6            0          0             0
    17       1651            0         4943             0       1646             0        5            0          0             0
    18       1661            0         4973             0       1656             0        5            0          0             0
    19       1690            0         5060             0       1685             0        5            0          0             0
    20       1657            0         4961             0       1652             0        5            0          0             0
    21       1654            0         4952             0       1649             0        5            0          0             0
    22       1662            0         4974             0       1656             0        6            0          0             0
    23       1650            0         4940             0       1645             0        5            0          0             0
    24       1659            0         4967             0       1654             0        5            0          0             0
    25       1643            0         4917             0       1637             0        6            0          0             0
    26       1696            0         5078             0       1691             0        5            0          0             0
    27       1652            0         4942             0       1645             0        7            0          0             0
    28       1656            0         4954             0       1649             0        7            0          0             0
    29       1645            0         4923             0       1639             0        6            0          0             0
    30       1655            0         4955             0       1650             0        5            0          0             0
    31       1655            0         4951             0       1648             0        7            0          0             0
    32       1664            0         4980             0       1658             0        6            0          0             0
    33       1679            0         5023             0       1672             0        7            0          0             0
    34       1675            0         5013             0       1669             0        6            0          0             0
    35       1670            0         4996             0       1663             0        7            0          0             0
    36       1696            0         5076             0       1690             0        6            0          0             0
    37       1689            0         5053             0       1682             0        7            0          0             0
    38       1676            0         5016             0       1670             0        6            0          0             0
    39       1662            0         4972             0       1655             0        7            0          0             0
    40       1651            0         4939             0       1644             0        7            0          0             0
    41       1664            0         4980             0       1658             0        6            0          0             0
    42       1646            0         4924             0       1639             0        7            0          0             0
    43       1640            0         4906             0       1633             0        7            0          0             0
    44       1677            0         5019             0       1671             0        6            0          0             0
    45       1678            0         5022             0       1672             0        6            0          0             0
    46       1668            0         4990             0       1661             0        7            0          0             0
    47       1662            0         4974             0       1656             0        6            0          0             0
    48       1684            0         5040             0       1678             0        6            0          0             0
    49       1659            0         4965             0       1653             0        6            0          0             0
