# Frame  Total_Res  Wrapped_Res  Total_Atoms  Wrapped_Atoms  Water_Res  Wrapped_Water  Ion_Res  Wrapped_Ions  Other_Res  Wrapped_Other
     0        127            0          379             0        126             0        1            0          0             0
     1        129            0          385             0        128             0        1            0          0             0
     2        136            0          404             0        134             0        2            0          0             0
     3        139            0          413             0        137             0        2            0          0             0
     4        130            0          386             0        128             0        2            0          0             0
     5        130            0          386             0        128             0        2            0          0             0
     6        136            0          404             0        134             0        2            0          0             0
     7        125            0          371             0        123             0        2            0          0             0
     8        135            0          401             0        133             0        2            0          0             0
     9        121            0          359             0        119             0        2            0          0             0
    10        136            0          404             0        134             0        2            0          0             0
    11        125            0          371             0        123             0        2            0          0             0
    12        137            0          407             0        135             0        2            0          0             0
    13        126            0          374             0        124             0        2            0          0             0
    14        130            0          386             0        128             0        2            0          0             0
    15        117            0          347             0        115             0        2            0          0             0
    16        130            0          386             0        128             0        2            0          0             0
    17        127            0          377             0        125             0        2            0          0             0
    18        123            0          365             0        121             0        2            0          0             0
    19        130            0          388             0        129             0        1            0          0             0
    20        130            0          386             0        128             0        2            0          0             0
    21        126            0          376             0        125             0        1            0          0             0
    22        127            0          379             0        126             0        1            0          0             0
    23        125            0          373             0        124             0        1            0          0             0
    24        134            0          400             0        133             0        1            0          0             0
    25        129            0          385             0        128             0        1            0          0             0
    26        127            0          379             0        126             0        1            0          0             0
    27        127            0          379             0        126             0        1            0          0             0
    28        124            0          368             0        122             0        2            0          0             0
    29        129            0          383             0        127             0        2            0          0             0
    30        136            0          404             0        134             0        2            0          0             0
    31        130            0          386             0        128             0        2            0          0             0
    32        130            0          386             0        128             0        2            0          0             0
    33        133            0          395             0        131             0        2            0          0             0
    34        133            0          397             0        132             0        1            0          0             0
    35        131            0          389             0        129             0        2            0          0             0
    36        141            0          419             0        139             0        2            0          0             0
    37        132            0          394             0        131             0        1            0          0             0
    38        129            0          385             0        128             0        1            0          0             0
    39        121            0          359             0        119             0        2            0          0             0
    40        121            0          359             0        119             0        2            0          0             0
    41        119            0          353             0        117             0        2            0          0             0
    42        123            0          365             0        121             0        2            0          0             0
    43        130            0          386             0        128             0        2            0          0             0
    44        128            0          382             0        127             0        1            0          0             0
    45        132            0          392             0        130             0        2            0          0             0
    46        136            0          402             0        133             0        3            0          0             0
    47        131            0          387             0        128             0        3            0          0             0
    48        124            0          366             0        121             0        3            0          0             0
    49        130            0          386             0        128             0        2            0          0             0
