# Frame  Total_Res  Wrapped_Res  Total_Atoms  Wrapped_Atoms  Water_Res  Wrapped_Water  Ion_Res  Wrapped_Ions  Other_Res  Wrapped_Other
     0        604            0         1808             0        602             0        2            0          0             0
     1        604            0         1808             0        602             0        2            0          0             0
     2        607            0         1815             0        604             0        3            0          0             0
     3        617            0         1845             0        614             0        3            0          0             0
     4        621            0         1859             0        619             0        2            0          0             0
     5        622            0         1860             0        619             0        3            0          0             0
     6        634            0         1896             0        631             0        3            0          0             0
     7        603            0         1805             0        601             0        2            0          0             0
     8        617            0         1845             0        614             0        3            0          0             0
     9        590            0         1764             0        587             0        3            0          0             0
    10        610            0         1824             0        607             0        3            0          0             0
    11        590            0         1764             0        587             0        3            0          0             0
    12        620            0         1854             0        617             0        3            0          0             0
    13        604            0         1806             0        601             0        3            0          0             0
    14        620            0         1854             0        617             0        3            0          0             0
    15        600            0         1794             0        597             0        3            0          0             0
    16        596            0         1782             0        593             0        3            0          0             0
    17        593            0         1773             0        590             0        3            0          0             0
    18        604            0         1806             0        601             0        3            0          0             0
    19        594            0         1776             0        591             0        3            0          0             0
    20        601            0         1797             0        598             0        3            0          0             0
    21        594            0         1776             0        591             0        3            0          0             0
    22        616            0         1842             0        613             0        3            0          0             0
    23        605            0         1809             0        602             0        3            0          0             0
    24        607            0         1815             0        604             0        3            0          0             0
    25        586            0         1752             0        583             0        3            0          0             0
    26        614            0         1836             0        611             0        3            0          0             0
    27        609            0         1821             0        606             0        3            0          0             0
    28        606            0         1812             0        603             0        3            0          0             0
    29        603            0         1803             0        600             0        3            0          0             0
    30        615            0         1841             0        613             0        2            0          0             0
    31        595            0         1779             0        592             0        3            0          0             0
    32        603            0         1803             0        600             0        3            0          0             0
    33        622            0         1860             0        619             0        3            0          0             0
    34        607            0         1815             0        604             0        3            0          0             0
    35        618            0         1848             0        615             0        3            0          0             0
    36        621            0         1857             0        618             0        3            0          0             0
    37        611            0         1827             0        608             0        3            0          0             0
    38        614            0         1836             0        611             0        3            0          0             0
    39        609            0         1821             0        606             0        3            0          0             0
    40        581            0         1737             0        578             0        3            0          0             0
    41        596            0         1782             0        593             0        3            0          0             0
    42        593            0         1773             0        590             0        3            0          0             0
    43        597            0         1785             0        594             0        3            0          0             0
    44        595            0         1779             0        592             0        3            0          0             0
    45        599            0         1791             0        596             0        3            0          0             0
    46        613            0         1833             0        610             0        3            0          0             0
    47        592            0         1770             0        589             0        3            0          0             0
    48        604            0         1806             0        601             0        3            0          0             0
    49        624            0         1866             0        621             0        3            0          0             0
