# Frame  Total_Res  Wrapped_Res  Total_Atoms  Wrapped_Atoms  Water_Res  Wrapped_Water  Ion_Res  Wrapped_Ions  Other_Res  Wrapped_Other
     0       1187            0         3553             0       1183             0        4            0          0             0
     1       1198            0         3588             0       1195             0        3            0          0             0
     2       1197            0         3585             0       1194             0        3            0          0             0
     3       1201            0         3597             0       1198             0        3            0          0             0
     4       1186            0         3552             0       1183             0        3            0          0             0
     5       1203            0         3603             0       1200             0        3            0          0             0
     6       1204            0         3606             0       1201             0        3            0          0             0
     7       1162            0         3480             0       1159             0        3            0          0             0
     8       1197            0         3585             0       1194             0        3            0          0             0
     9       1181            0         3537             0       1178             0        3            0          0             0
    10       1205            0         3609             0       1202             0        3            0          0             0
    11       1160            0         3474             0       1157             0        3            0          0             0
    12       1191            0         3567             0       1188             0        3            0          0             0
    13       1178            0         3528             0       1175             0        3            0          0             0
    14       1196            0         3582             0       1193             0        3            0          0             0
    15       1161            0         3477             0       1158             0        3            0          0             0
    16       1182            0         3540             0       1179             0        3            0          0             0
    17       1188            0         3558             0       1185             0        3            0          0             0
    18       1185            0         3549             0       1182             0        3            0          0             0
    19       1180            0         3534             0       1177             0        3            0          0             0
    20       1174            0         3516             0       1171             0        3            0          0             0
    21       1181            0         3537             0       1178             0        3            0          0             0
    22       1180            0         3534             0       1177             0        3            0          0             0
    23       1185            0         3549             0       1182             0        3            0          0             0
    24       1180            0         3534             0       1177             0        3            0          0             0
    25       1184            0         3546             0       1181             0        3            0          0             0
    26       1205            0         3609             0       1202             0        3            0          0             0
    27       1192            0         3570             0       1189             0        3            0          0             0
    28       1199            0         3591             0       1196             0        3            0          0             0
    29       1198            0         3586             0       1194             0        4            0          0             0
    30       1197            0         3583             0       1193             0        4            0          0             0
    31       1184            0         3544             0       1180             0        4            0          0             0
    32       1181            0         3535             0       1177             0        4            0          0             0
    33       1186            0         3550             0       1182             0        4            0          0             0
    34       1202            0         3600             0       1199             0        3            0          0             0
    35       1202            0         3600             0       1199             0        3            0          0             0
    36       1218            0         3648             0       1215             0        3            0          0             0
    37       1209            0         3621             0       1206             0        3            0          0             0
    38       1173            0         3513             0       1170             0        3            0          0             0
    39       1167            0         3495             0       1164             0        3            0          0             0
    40       1159            0         3471             0       1156             0        3            0          0             0
    41       1185            0         3549             0       1182             0        3            0          0             0
    42       1169            0         3501             0       1166             0        3            0          0             0
    43       1191            0         3567             0       1188             0        3            0          0             0
    44       1190            0         3564             0       1187             0        3            0          0             0
    45       1198            0         3588             0       1195             0        3            0          0             0
    46       1206            0         3612             0       1203             0        3            0          0             0
    47       1183            0         3543             0       1180             0        3            0          0             0
    48       1187            0         3555             0       1184             0        3            0          0             0
    49       1184            0         3546             0       1181             0        3            0          0             0
