# Frame  Total_Res  Wrapped_Res  Total_Atoms  Wrapped_Atoms  Water_Res  Wrapped_Water  Ion_Res  Wrapped_Ions  Other_Res  Wrapped_Other
     0         15            0           45             0         15             0        0            0          0             0
     1         12            0           36             0         12             0        0            0          0             0
     2         14            0           42             0         14             0        0            0          0             0
     3         17            0           51             0         17             0        0            0          0             0
     4         17            0           51             0         17             0        0            0          0             0
     5         12            0           36             0         12             0        0            0          0             0
     6         17            0           51             0         17             0        0            0          0             0
     7         11            0           33             0         11             0        0            0          0             0
     8         13            0           39             0         13             0        0            0          0             0
     9         15            0           45             0         15             0        0            0          0             0
    10         19            0           57             0         19             0        0            0          0             0
    11         12            0           36             0         12             0        0            0          0             0
    12         16            0           48             0         16             0        0            0          0             0
    13         14            0           42             0         14             0        0            0          0             0
    14         16            0           48             0         16             0        0            0          0             0
    15         13            0           39             0         13             0        0            0          0             0
    16         16            0           48             0         16             0        0            0          0             0
    17         16            0           48             0         16             0        0            0          0             0
    18         16            0           48             0         16             0        0            0          0             0
    19         16            0           48             0         16             0        0            0          0             0
    20         15            0           45             0         15             0        0            0          0             0
    21         13            0           39             0         13             0        0            0          0             0
    22         13            0           39             0         13             0        0            0          0             0
    23         13            0           39             0         13             0        0            0          0             0
    24         13            0           39             0         13             0        0            0          0             0
    25         14            0           42             0         14             0        0            0          0             0
    26         11            0           33             0         11             0        0            0          0             0
    27         10            0           30             0         10             0        0            0          0             0
    28         18            0           54             0         18             0        0            0          0             0
    29         13            0           39             0         13             0        0            0          0             0
    30         12            0           36             0         12             0        0            0          0             0
    31         13            0           39             0         13             0        0            0          0             0
    32         13            0           39             0         13             0        0            0          0             0
    33         12            0           36             0         12             0        0            0          0             0
    34         11            0           33             0         11             0        0            0          0             0
    35         13            0           39             0         13             0        0            0          0             0
    36         14            0           42             0         14             0        0            0          0             0
    37         13            0           39             0         13             0        0            0          0             0
    38         13            0           39             0         13             0        0            0          0             0
    39          9            0           27             0          9             0        0            0          0             0
    40          9            0           27             0          9             0        0            0          0             0
    41         12            0           36             0         12             0        0            0          0             0
    42         11            0           33             0         11             0        0            0          0             0
    43         13            0           39             0         13             0        0            0          0             0
    44         14            0           42             0         14             0        0            0          0             0
    45         17            0           51             0         17             0        0            0          0             0
    46         17            0           51             0         17             0        0            0          0             0
    47         17            0           51             0         17             0        0            0          0             0
    48         16            0           48             0         16             0        0            0          0             0
    49         13            0           39             0         13             0        0            0          0             0
