# Frame  Total_Res  Wrapped_Res  Total_Atoms  Wrapped_Atoms  Water_Res  Wrapped_Water  Ion_Res  Wrapped_Ions  Other_Res  Wrapped_Other
     0        855            0         2559             0        852             0        3            0          0             0
     1        874            0         2616             0        871             0        3            0          0             0
     2        863            0         2583             0        860             0        3            0          0             0
     3        881            0         2637             0        878             0        3            0          0             0
     4        873            0         2613             0        870             0        3            0          0             0
     5        887            0         2655             0        884             0        3            0          0             0
     6        876            0         2622             0        873             0        3            0          0             0
     7        846            0         2532             0        843             0        3            0          0             0
     8        866            0         2592             0        863             0        3            0          0             0
     9        844            0         2526             0        841             0        3            0          0             0
    10        867            0         2595             0        864             0        3            0          0             0
    11        840            0         2514             0        837             0        3            0          0             0
    12        863            0         2583             0        860             0        3            0          0             0
    13        855            0         2559             0        852             0        3            0          0             0
    14        871            0         2607             0        868             0        3            0          0             0
    15        837            0         2505             0        834             0        3            0          0             0
    16        838            0         2508             0        835             0        3            0          0             0
    17        853            0         2553             0        850             0        3            0          0             0
    18        829            0         2481             0        826             0        3            0          0             0
    19        850            0         2544             0        847             0        3            0          0             0
    20        841            0         2517             0        838             0        3            0          0             0
    21        849            0         2541             0        846             0        3            0          0             0
    22        867            0         2595             0        864             0        3            0          0             0
    23        843            0         2523             0        840             0        3            0          0             0
    24        866            0         2592             0        863             0        3            0          0             0
    25        845            0         2529             0        842             0        3            0          0             0
    26        883            0         2643             0        880             0        3            0          0             0
    27        868            0         2598             0        865             0        3            0          0             0
    28        869            0         2601             0        866             0        3            0          0             0
    29        867            0         2595             0        864             0        3            0          0             0
    30        862            0         2580             0        859             0        3            0          0             0
    31        855            0         2559             0        852             0        3            0          0             0
    32        858            0         2568             0        855             0        3            0          0             0
    33        855            0         2559             0        852             0        3            0          0             0
    34        861            0         2577             0        858             0        3            0          0             0
    35        867            0         2595             0        864             0        3            0          0             0
    36        888            0         2658             0        885             0        3            0          0             0
    37        861            0         2577             0        858             0        3            0          0             0
    38        854            0         2556             0        851             0        3            0          0             0
    39        850            0         2544             0        847             0        3            0          0             0
    40        834            0         2496             0        831             0        3            0          0             0
    41        846            0         2532             0        843             0        3            0          0             0
    42        844            0         2526             0        841             0        3            0          0             0
    43        850            0         2544             0        847             0        3            0          0             0
    44        853            0         2553             0        850             0        3            0          0             0
    45        844            0         2526             0        841             0        3            0          0             0
    46        860            0         2574             0        857             0        3            0          0             0
    47        840            0         2514             0        837             0        3            0          0             0
    48        859            0         2571             0        856             0        3            0          0             0
    49        854            0         2556             0        851             0        3            0          0             0
