# Frame  Total_Res  Wrapped_Res  Total_Atoms  Wrapped_Atoms  Water_Res  Wrapped_Water  Ion_Res  Wrapped_Ions  Other_Res  Wrapped_Other
     0         96            0          284             0         94             0        2            0          0             0
     1        100            0          298             0         99             0        1            0          0             0
     2         95            0          283             0         94             0        1            0          0             0
     3         96            0          286             0         95             0        1            0          0             0
     4        100            0          298             0         99             0        1            0          0             0
     5        106            0          316             0        105             0        1            0          0             0
     6        106            0          314             0        104             0        2            0          0             0
     7         99            0          293             0         97             0        2            0          0             0
     8        100            0          296             0         98             0        2            0          0             0
     9        102            0          302             0        100             0        2            0          0             0
    10        103            0          305             0        101             0        2            0          0             0
    11         93            0          275             0         91             0        2            0          0             0
    12        102            0          302             0        100             0        2            0          0             0
    13        103            0          305             0        101             0        2            0          0             0
    14        101            0          299             0         99             0        2            0          0             0
    15         97            0          289             0         96             0        1            0          0             0
    16        102            0          302             0        100             0        2            0          0             0
    17        102            0          304             0        101             0        1            0          0             0
    18        101            0          301             0        100             0        1            0          0             0
    19        101            0          301             0        100             0        1            0          0             0
    20         99            0          295             0         98             0        1            0          0             0
    21         96            0          286             0         95             0        1            0          0             0
    22        108            0          322             0        107             0        1            0          0             0
    23        107            0          319             0        106             0        1            0          0             0
    24        104            0          310             0        103             0        1            0          0             0
    25         94            0          280             0         93             0        1            0          0             0
    26        104            0          310             0        103             0        1            0          0             0
    27        100            0          298             0         99             0        1            0          0             0
    28        103            0          307             0        102             0        1            0          0             0
    29        109            0          325             0        108             0        1            0          0             0
    30         99            0          295             0         98             0        1            0          0             0
    31         99            0          293             0         97             0        2            0          0             0
    32         97            0          289             0         96             0        1            0          0             0
    33         98            0          292             0         97             0        1            0          0             0
    34        102            0          304             0        101             0        1            0          0             0
    35        104            0          310             0        103             0        1            0          0             0
    36        105            0          313             0        104             0        1            0          0             0
    37        100            0          298             0         99             0        1            0          0             0
    38         99            0          295             0         98             0        1            0          0             0
    39         96            0          284             0         94             0        2            0          0             0
    40         97            0          287             0         95             0        2            0          0             0
    41        108            0          320             0        106             0        2            0          0             0
    42         97            0          287             0         95             0        2            0          0             0
    43         99            0          293             0         97             0        2            0          0             0
    44        110            0          328             0        109             0        1            0          0             0
    45        105            0          313             0        104             0        1            0          0             0
    46        101            0          301             0        100             0        1            0          0             0
    47        106            0          314             0        104             0        2            0          0             0
    48        105            0          313             0        104             0        1            0          0             0
    49        110            0          326             0        108             0        2            0          0             0
