# Frame  Total_Res  Wrapped_Res  Total_Atoms  Wrapped_Atoms  Water_Res  Wrapped_Water  Ion_Res  Wrapped_Ions  Other_Res  Wrapped_Other
     0        884            0         2644             0        880             0        4            0          0             0
     1        916            0         2740             0        912             0        4            0          0             0
     2        902            0         2698             0        898             0        4            0          0             0
     3        919            0         2749             0        915             0        4            0          0             0
     4        904            0         2704             0        900             0        4            0          0             0
     5        910            0         2722             0        906             0        4            0          0             0
     6        923            0         2761             0        919             0        4            0          0             0
     7        875            0         2617             0        871             0        4            0          0             0
     8        903            0         2701             0        899             0        4            0          0             0
     9        875            0         2617             0        871             0        4            0          0             0
    10        908            0         2716             0        904             0        4            0          0             0
    11        887            0         2653             0        883             0        4            0          0             0
    12        902            0         2698             0        898             0        4            0          0             0
    13        891            0         2665             0        887             0        4            0          0             0
    14        909            0         2719             0        905             0        4            0          0             0
    15        888            0         2656             0        884             0        4            0          0             0
    16        893            0         2671             0        889             0        4            0          0             0
    17        909            0         2719             0        905             0        4            0          0             0
    18        897            0         2685             0        894             0        3            0          0             0
    19        899            0         2689             0        895             0        4            0          0             0
    20        899            0         2689             0        895             0        4            0          0             0
    21        896            0         2680             0        892             0        4            0          0             0
    22        907            0         2715             0        904             0        3            0          0             0
    23        895            0         2677             0        891             0        4            0          0             0
    24        901            0         2697             0        898             0        3            0          0             0
    25        894            0         2674             0        890             0        4            0          0             0
    26        909            0         2717             0        904             0        5            0          0             0
    27        906            0         2710             0        902             0        4            0          0             0
    28        897            0         2683             0        893             0        4            0          0             0
    29        906            0         2710             0        902             0        4            0          0             0
    30        905            0         2707             0        901             0        4            0          0             0
    31        895            0         2677             0        891             0        4            0          0             0
    32        901            0         2695             0        897             0        4            0          0             0
    33        907            0         2713             0        903             0        4            0          0             0
    34        921            0         2755             0        917             0        4            0          0             0
    35        933            0         2791             0        929             0        4            0          0             0
    36        926            0         2770             0        922             0        4            0          0             0
    37        916            0         2740             0        912             0        4            0          0             0
    38        900            0         2692             0        896             0        4            0          0             0
    39        898            0         2686             0        894             0        4            0          0             0
    40        888            0         2656             0        884             0        4            0          0             0
    41        885            0         2647             0        881             0        4            0          0             0
    42        886            0         2650             0        882             0        4            0          0             0
    43        918            0         2746             0        914             0        4            0          0             0
    44        914            0         2734             0        910             0        4            0          0             0
    45        905            0         2707             0        901             0        4            0          0             0
    46        921            0         2755             0        917             0        4            0          0             0
    47        908            0         2716             0        904             0        4            0          0             0
    48        907            0         2713             0        903             0        4            0          0             0
    49        885            0         2647             0        881             0        4            0          0             0
