# Frame  Total_Res  Wrapped_Res  Total_Atoms  Wrapped_Atoms  Water_Res  Wrapped_Water  Ion_Res  Wrapped_Ions  Other_Res  Wrapped_Other
     0        272            0          812             0        270             0        2            0          0             0
     1        279            0          833             0        277             0        2            0          0             0
     2        269            0          803             0        267             0        2            0          0             0
     3        273            0          813             0        270             0        3            0          0             0
     4        289            0          863             0        287             0        2            0          0             0
     5        277            0          827             0        275             0        2            0          0             0
     6        280            0          836             0        278             0        2            0          0             0
     7        273            0          815             0        271             0        2            0          0             0
     8        266            0          794             0        264             0        2            0          0             0
     9        272            0          812             0        270             0        2            0          0             0
    10        275            0          821             0        273             0        2            0          0             0
    11        265            0          791             0        263             0        2            0          0             0
    12        269            0          803             0        267             0        2            0          0             0
    13        274            0          816             0        271             0        3            0          0             0
    14        272            0          810             0        269             0        3            0          0             0
    15        273            0          813             0        270             0        3            0          0             0
    16        280            0          836             0        278             0        2            0          0             0
    17        277            0          827             0        275             0        2            0          0             0
    18        279            0          833             0        277             0        2            0          0             0
    19        283            0          845             0        281             0        2            0          0             0
    20        280            0          836             0        278             0        2            0          0             0
    21        276            0          824             0        274             0        2            0          0             0
    22        288            0          860             0        286             0        2            0          0             0
    23        276            0          826             0        275             0        1            0          0             0
    24        277            0          829             0        276             0        1            0          0             0
    25        273            0          817             0        272             0        1            0          0             0
    26        276            0          824             0        274             0        2            0          0             0
    27        273            0          815             0        271             0        2            0          0             0
    28        279            0          831             0        276             0        3            0          0             0
    29        286            0          852             0        283             0        3            0          0             0
    30        286            0          852             0        283             0        3            0          0             0
    31        284            0          846             0        281             0        3            0          0             0
    32        280            0          834             0        277             0        3            0          0             0
    33        264            0          786             0        261             0        3            0          0             0
    34        280            0          834             0        277             0        3            0          0             0
    35        284            0          846             0        281             0        3            0          0             0
    36        287            0          857             0        285             0        2            0          0             0
    37        276            0          824             0        274             0        2            0          0             0
    38        277            0          825             0        274             0        3            0          0             0
    39        275            0          819             0        272             0        3            0          0             0
    40        262            0          780             0        259             0        3            0          0             0
    41        267            0          795             0        264             0        3            0          0             0
    42        267            0          795             0        264             0        3            0          0             0
    43        284            0          848             0        282             0        2            0          0             0
    44        282            0          842             0        280             0        2            0          0             0
    45        276            0          824             0        274             0        2            0          0             0
    46        293            0          873             0        290             0        3            0          0             0
    47        272            0          810             0        269             0        3            0          0             0
    48        285            0          847             0        281             0        4            0          0             0
    49        276            0          820             0        272             0        4            0          0             0
