# Frame  Total_Res  Wrapped_Res  Total_Atoms  Wrapped_Atoms  Water_Res  Wrapped_Water  Ion_Res  Wrapped_Ions  Other_Res  Wrapped_Other
     0        168            0          500             0        166             0        2            0          0             0
     1        174            0          520             0        173             0        1            0          0             0
     2        172            0          514             0        171             0        1            0          0             0
     3        167            0          499             0        166             0        1            0          0             0
     4        180            0          538             0        179             0        1            0          0             0
     5        182            0          544             0        181             0        1            0          0             0
     6        179            0          533             0        177             0        2            0          0             0
     7        164            0          488             0        162             0        2            0          0             0
     8        176            0          524             0        174             0        2            0          0             0
     9        168            0          500             0        166             0        2            0          0             0
    10        162            0          482             0        160             0        2            0          0             0
    11        164            0          488             0        162             0        2            0          0             0
    12        174            0          518             0        172             0        2            0          0             0
    13        167            0          497             0        165             0        2            0          0             0
    14        175            0          521             0        173             0        2            0          0             0
    15        173            0          515             0        171             0        2            0          0             0
    16        174            0          518             0        172             0        2            0          0             0
    17        171            0          509             0        169             0        2            0          0             0
    18        174            0          518             0        172             0        2            0          0             0
    19        167            0          497             0        165             0        2            0          0             0
    20        169            0          505             0        168             0        1            0          0             0
    21        174            0          520             0        173             0        1            0          0             0
    22        179            0          535             0        178             0        1            0          0             0
    23        175            0          523             0        174             0        1            0          0             0
    24        174            0          520             0        173             0        1            0          0             0
    25        175            0          523             0        174             0        1            0          0             0
    26        174            0          520             0        173             0        1            0          0             0
    27        178            0          532             0        177             0        1            0          0             0
    28        172            0          514             0        171             0        1            0          0             0
    29        176            0          526             0        175             0        1            0          0             0
    30        178            0          528             0        175             0        3            0          0             0
    31        178            0          528             0        175             0        3            0          0             0
    32        178            0          528             0        175             0        3            0          0             0
    33        166            0          492             0        163             0        3            0          0             0
    34        180            0          536             0        178             0        2            0          0             0
    35        180            0          536             0        178             0        2            0          0             0
    36        178            0          530             0        176             0        2            0          0             0
    37        179            0          533             0        177             0        2            0          0             0
    38        175            0          521             0        173             0        2            0          0             0
    39        171            0          509             0        169             0        2            0          0             0
    40        159            0          473             0        157             0        2            0          0             0
    41        184            0          548             0        182             0        2            0          0             0
    42        171            0          509             0        169             0        2            0          0             0
    43        176            0          524             0        174             0        2            0          0             0
    44        187            0          557             0        185             0        2            0          0             0
    45        176            0          524             0        174             0        2            0          0             0
    46        176            0          524             0        174             0        2            0          0             0
    47        180            0          536             0        178             0        2            0          0             0
    48        177            0          527             0        175             0        2            0          0             0
    49        182            0          540             0        179             0        3            0          0             0
