# Frame  Total_Res  Wrapped_Res  Total_Atoms  Wrapped_Atoms  Water_Res  Wrapped_Water  Ion_Res  Wrapped_Ions  Other_Res  Wrapped_Other
     0         25            0           75             0         25             0        0            0          0             0
     1         28            0           84             0         28             0        0            0          0             0
     2         25            0           75             0         25             0        0            0          0             0
     3         23            0           69             0         23             0        0            0          0             0
     4         24            0           72             0         24             0        0            0          0             0
     5         27            0           81             0         27             0        0            0          0             0
     6         26            0           78             0         26             0        0            0          0             0
     7         24            0           72             0         24             0        0            0          0             0
     8         23            0           69             0         23             0        0            0          0             0
     9         25            0           75             0         25             0        0            0          0             0
    10         24            0           72             0         24             0        0            0          0             0
    11         24            0           72             0         24             0        0            0          0             0
    12         25            0           75             0         25             0        0            0          0             0
    13         27            0           81             0         27             0        0            0          0             0
    14         26            0           78             0         26             0        0            0          0             0
    15         26            0           78             0         26             0        0            0          0             0
    16         26            0           78             0         26             0        0            0          0             0
    17         23            0           69             0         23             0        0            0          0             0
    18         22            0           66             0         22             0        0            0          0             0
    19         26            0           78             0         26             0        0            0          0             0
    20         26            0           78             0         26             0        0            0          0             0
    21         23            0           69             0         23             0        0            0          0             0
    22         24            0           72             0         24             0        0            0          0             0
    23         26            0           78             0         26             0        0            0          0             0
    24         25            0           75             0         25             0        0            0          0             0
    25         24            0           72             0         24             0        0            0          0             0
    26         22            0           66             0         22             0        0            0          0             0
    27         21            0           63             0         21             0        0            0          0             0
    28         25            0           75             0         25             0        0            0          0             0
    29         24            0           72             0         24             0        0            0          0             0
    30         22            0           66             0         22             0        0            0          0             0
    31         22            0           66             0         22             0        0            0          0             0
    32         26            0           78             0         26             0        0            0          0             0
    33         23            0           69             0         23             0        0            0          0             0
    34         25            0           75             0         25             0        0            0          0             0
    35         23            0           69             0         23             0        0            0          0             0
    36         26            0           78             0         26             0        0            0          0             0
    37         24            0           72             0         24             0        0            0          0             0
    38         24            0           72             0         24             0        0            0          0             0
    39         25            0           75             0         25             0        0            0          0             0
    40         27            0           81             0         27             0        0            0          0             0
    41         25            0           75             0         25             0        0            0          0             0
    42         26            0           78             0         26             0        0            0          0             0
    43         23            0           69             0         23             0        0            0          0             0
    44         28            0           84             0         28             0        0            0          0             0
    45         23            0           69             0         23             0        0            0          0             0
    46         26            0           78             0         26             0        0            0          0             0
    47         26            0           78             0         26             0        0            0          0             0
    48         26            0           78             0         26             0        0            0          0             0
    49         21            0           63             0         21             0        0            0          0             0
